Density in g * cm-3

Salt,Composition range,Data type,T min (K),T max (K),Uncertainty,Data 1,Data 2,Data 3,Data 4,Data 5,Comment,Formatting comment
NaNO3-TlNO3,30-70,P1,480,610,,4.928,-0.00157,,,,,
NaNO3-TlNO3,40-60,P1,493,623,,4.607,-0.0014699,,,,,
NaNO3-TlNO3,50-50,P1,520,620,,4.305,-0.00142,,,,,
NaNO3-TlNO3,60-40,P1,523,627,,3.913,-0.0012256,,,,,
NaNO3-TlNO3,70-30,P1,550,620,,3.637,-0.00127,,,,,
NaNO3-TlNO3,80-20,P1,553,633,,3.174,-0.0010004,,,,,
NaNO3-TlNO3,90-10,P1,580,650,,2.773,-8.82E-4,,,,,
NaNO3-TlNO3,100-0,P1,590,650,,2.395,-8.11E-4,,,,"For 100% NaNO3, the departures from the recommended data set are: 590 K, +0.8%, 640 K, 0.0%.",
NaOH,100,P1,623,723,1%,2.068,-4.784E-4,,,,,
NaOH-Na2CO3,90.6-9.4,P1,600,720,,2.1648,-5.061E-4,,,,,
NaOH-Na2CO3,91.4-8.6,P1,600,720,,2.1607,-5.1E-4,,,,,
NaOH-Na2CO3,92.8-7.2,P1,600,720,,2.1411,-4.928E-4,,,,,
NaOH-Na2CO3,93.8-6.2,P1,600,720,,2.1357,-5.001E-4,,,,,
NaOH-Na2CO3,96.0-4.0,P1,600,720,,2.1112,-4.901E-4,,,,,
NaOH-Na2CO3,96.4-3.6,P1,600,720,,2.1037,-4.837E-4,,,,,
NaOH-Na2CO3,97.9-2.1,P1,600,720,,2.1026,-5.E-4,,,,,
NaOH-Na2CO3,98.1-1.9,P1,600,720,,2.1073,-5.1E-4,,,,,
NaOH-Na2CO3,100-0,P1,600,720,,2.0782,-4.929E-4,,,,"For 100% NaOH, the results have been advanced as the recommended data set.",
NaOH-Na2CO3-Na2SiO3,94.6-1.8-3.6,P1,780,870,,2.1983,-5.6E-4,,,,,
NaOH-Na2CO3-Na2SiO3,96.5-1.7-1.8,P1,780,870,,2.1605,-5.501E-4,,,,,
NaPO3,100,P1,930,1100,2%,2.6903,-4.59E-4,,,,,
NaPO3-Na2SO4,75-25,P1,950,1070,,2.662,-4.55E-4,,,,,
NaPO3-Na2SO4,87.5-12.5,P1,890,1070,,2.674,-4.57E-4,,,,,
NaPO3-Na2SO4,92-8,P1,830,1070,,2.696,-4.73E-4,,,,,
NaPO3-Na2SO4,96-4,P1,800,1070,,2.716,-4.9E-4,,,,,
NaPO3-Na2SO4,98-2,P1,860,1070,,2.705,-4.77E-4,,,,,
NaPO3-Na2SO4,99-1,P1,890,1130,,2.693,-4.65E-4,,,,,
NaPO3-Na2SO4,100-0,P1,930,1100,,2.6903,-4.59E-4,,,,"For 100% NaPO3, the results have been advanced as the recommended data set.",
NaPO3-Na3PO4,75-25,P1,980,1120,,2.5901,-2.999E-4,,,,,
NaPO3-Na3PO4,80-20,P1,980,1120,,2.6066,-3.44E-4,,,,,
NaPO3-Na3PO4,85-15,P1,980,1120,,2.6063,-3.54E-4,,,,,
NaPO3-Na3PO4,90-10,P1,980,1120,,2.5826,-3.44E-4,,,,,
NaPO3-Na3PO4,92.5-7.5,P1,980,1120,,2.5771,-3.321E-4,,,,,
NaPO3-Na3PO4,95-5,P1,980,1120,,2.5733,-3.22E-4,,,,,
NaPO3-Na3PO4,97.5-2.5,P1,980,1120,,2.5785,-3.401E-4,,,,,
NaPO3-Na3PO4,100-0,P1,980,1120,,2.5806,-3.641E-4,,,,"For 100% NaPO3, the departures from the recommended data set are: 980 K, -0.7%, 1120 K, -0.1%.",
NaPO3-Na4P2O7,70-30,P1,1000,1120,,2.6365,-3.48E-4,,,,,
NaPO3-Na4P2O7,75-25,P1,1000,1120,,2.6349,-3.683E-4,,,,,
NaPO3-Na4P2O7,80-20,P1,1000,1120,,2.6324,-3.723E-4,,,,,
NaPO3-Na4P2O7,85-15,P1,1000,1120,,2.6075,-3.48E-4,,,,,
NaPO3-Na4P2O7,90-10,P1,1000,1120,,2.6293,-3.633E-4,,,,,
NaPO3-Na4P2O7,95-5,P1,1000,1120,,2.6656,-3.69E-4,,,,,
NaPO3-Na4P2O7,100-0,P1,1000,1120,,2.5806,-3.641E-4,,,,"For 100% NaPO3, the departures from the recommended data set are: 1000 K, -0.6%, 1120 K, -0.1%.",
NaPO3-NiO,100-88.9 NaPO3,I2,1123,,,90.549,-1.8507,0.009693,,,"For 100% NaPO3 at 1123 K, the departure from the recommended data set is +12%.",
NaPO3-PbO,99.54-95.17 NaPO3,I1,1123,,,10.2,-0.08011,,,,,
NaPO3-Rb2SO4,75-25,P1,780,1050,,2.973,-5.3E-4,,,,,
NaPO3-Rb2SO4,87.5-12.5,P1,780,1050,,2.84,-4.86E-4,,,,,
NaPO3-Rb2SO4,100-0,P1,930,1100,,2.6903,-4.59E-4,,,,"For 100% NaPO3, the results have been advanced as the recommended data set.",
NaPO3-UO2SO4,87.5-12.5,P1,860,1010,,3.234,-5.34E-4,,,,,
NaPO3-UO2SO4,90-10,P1,860,950,,3.105,-5.05E-4,,,,,
NaPO3-UO2SO4,93-7,P1,830,1010,,2.997,-5.02E-4,,,,,
NaPO3-UO2SO4,97-3,P1,800,1010,,2.832,-4.95E-4,,,,,
NaPO3-UO2SO4,98-2,P1,830,1010,,2.745,-4.49E-4,,,,,
NaPO3-UO2SO4,99-1,P1,850,1020,,2.705,-4.47E-4,,,,,
NaPO3-UO2SO4,100-0,P1,930,1100,,2.6906,-4.592E-4,,,,"For 100% NaPO3, the results have been advanced as the recommended data set.",
NaPO3-WO3,45-55,P1,1180,1270,,5.4645,-0.0011451,,,,,
NaPO3-WO3,49-51,P1,1180,1270,,5.237,-0.001125,,,,,
NaPO3-WO3,54-46,P1,1180,1270,,5.1284,-0.0011863,,,,,
NaPO3-WO3,58-42,P1,1180,1270,,4.8118,-0.0010201,,,,,
NaPO3-WO3,63-37,P1,1120,1270,,4.487,-9.151E-4,,,,,
NaPO3-WO3,68-32,P1,1120,1270,,4.1682,-8.256E-4,,,,,
NaPO3-WO3,73-27,P1,1090,1270,,3.8531,-7.121E-4,,,,,
NaPO3-WO3,77-23,P1,1090,1270,,3.6436,-6.881E-4,,,,,
NaPO3-WO3,82-18,P1,970,1270,,3.3218,-5.416E-4,,,,,
NaPO3-WO3,87-13,P1,970,1270,,3.1639,-5.083E-4,,,,,
NaPO3-WO3,91-9,P1,970,1270,,2.9523,-4.771E-4,,,,,
NaPO3-WO3,94-6,P1,970,1270,,2.8187,-4.607E-4,,,,,
NaPO3-WO3,100-0,P1,970,1270,,2.6237,-4.155E-4,,,,"For 100% NaPO3, the departures from the recommended data set are: 980 K, -1.0%, 1270 K, -3.4%.",
NaPO3-Zn(PO3)2,0-100,P1,1200,1400,,2.8817,-7.6E-5,,,,"For 100% Zn(PO3)2, the results have been advanced as the recommended data set.",
NaPO3-Zn(PO3)2,18.9-81.1,P1,1100,1360,,2.9131,-1.62E-4,,,,,
NaPO3-Zn(PO3)2,37.5-62.5,P1,1100,1380,,2.9024,-1.88E-4,,,,,
NaPO3-Zn(PO3)2,38.2-41.8,P1,1080,1360,,2.8575,-2.96E-4,,,,,
NaPO3-Zn(PO3)2,42.5-57.5,P1,1080,1360,,2.897,-2.45E-4,,,,,
NaPO3-Zn(PO3)2,78.7-21.3,P1,1080,1340,,2.7648,-3.48E-4,,,,,
NaPO3-Zn(PO3)2,100-0,P1,1138,1307,,2.6124,-3.82E-4,,,,"For 100% NaPO3, the departures from the recommended data set are: 1130 K, +0.4%, 1300 K, +5.1%.",
NaPO3-ZnO,65.2-34.8,P1,1260,1350,,3.1487,-3.439E-4,,,,,
NaPO3-ZnO,73.8-26.2,P1,1140,1350,,2.9778,-3.449E-4,,,,,
NaPO3-ZnO,87.2-12.8,P1,1080,1350,,2.7616,-3.643E-4,,,,,
NaSCN,100,P1,603,661,1.5%,1.7103,-3.817E-4,,,,"NaSCN: Recommended data, shift from previous evaluation.",
NaVO3,100,P1,980,1260,2%,2.864,-4.4E-4,,,,,
NaVO3-V2O5,0-100,P1,980,1140,,2.856,-4.5E-4,,,,"For 100% V2O5, the results have been advanced as the recommended data set.",
NaVO3-V2O5,20-80,P1,1040,1160,,2.65,-2.4E-4,,,,,
NaVO3-V2O5,40-60,P1,980,1160,,2.896,-4.48E-4,,,,,
NaVO3-V2O5,60-40,P1,920,1160,,2.822,-4.06E-4,,,,,
NaVO3-V2O5,80-20,P1,920,1160,,2.81,-4.14E-4,,,,,
NaVO3-V2O5,100-0,P1,920,1160,,2.766,-3.32E-4,,,,"For 100% NaVO3, the departures from the recommended data set are: 920 K, +0.06%, 1160 K, +1.0%.",
Na2B4O7,100,P1,1120,1220,2%,2.5492,-4.E-4,,,,,
Na2B4O7-NiO,100-81.0 Na2B4O7,I1,1123,,,2.277,-0.001829,,,,The data point for 100% Na2B4O7 at 1123 K has been advanced as recommended data.,
Na2B4O7-PbO,100-86.3 Na2B4O7,I1,1123,,,4.1,-0.022006,,,,The data point for 100% Na2B4O7 at 1123 K has been advanced as recommended data.,
Na2B4O7-WO3,56.3-43.7,P1,1070,1270,,3.3938,-5.44E-4,,,,,
Na2B4O7-WO3,61.8-38.2,P1,1070,1270,,3.2038,-4.695E-4,,,,,
Na2B4O7-WO3,66.7-33.3,P1,1070,1270,,3.822,-0.001063,,,,,
Na2B4O7-WO3,71-29,P1,1070,1270,,3.1117,-5.67E-4,,,,,
Na2B4O7-WO3,75-25,P1,1070,1270,,2.9627,-4.975E-4,,,,,
Na2B4O7-WO3,78.5-21.5,P1,1070,1270,,2.85,-3.91E-4,,,,,
Na2B4O7-WO3,81.8-18.2,P1,1070,1270,,2.798,-4.525E-4,,,,,
Na2B4O7-WO3,84.8-15.2,P1,1070,1270,,2.7764,-4.765E-4,,,,,
Na2B4O7-WO3,87.5-12.5,P1,1070,1270,,2.7108,-4.575E-4,,,,,
Na2B4O7-WO3,90-10,P1,1070,1270,,2.6768,-4.56E-4,,,,,
Na2B4O7-WO3,92.3-7.7,P1,1070,1270,,2.6542,-4.64E-4,,,,,
Na2B4O7-WO3,94.4-5.6,P1,1070,1270,,2.5652,-4.11E-4,,,,,
Na2B4O7-WO3,96.4-3.6,P1,1070,1270,,2.5289,-3.97E-4,,,,,
Na2B4O7-WO3,98.3-1.7,P1,1070,1270,,2.5152,-3.955E-4,,,,,
Na2B4O7-WO3,100-0,P1,1070,1270,,2.513,-4.04E-4,,,,"For 100% Na2B4O7, the departures from the recommended data set are: 1070 K, -1.9%, 1270 K, -2.0%.",
Na2B4O7-ZrF4,93-72 Na2B4O7,I2,1223,,,5.191,-0.07118,4.05E-4,,,,
Na2CO3,100,P1,1138,1277,1%,2.4797,-4.487E-4,,,,,
Na2CrO4,100,P1,1033,1113,2%,3.236,-8.755E-4,,,,,
Na2Cr2O7,100,DP,,,1.5%,2.38,693K,,,,,
Na2MoO4,100,P1,1020,1230,2%,3.407,-6.29E-4,,,,,
Na2O-Zn(PO3)2,4.6-95.4,P1,1180,1360,,2.933,-1.247E-4,,,,,
Na2O-Zn(PO3)2,13.9-86.1,P1,1120,1360,,3.0024,-1.902E-4,,,,,
Na2O-Zn(PO3)2,36.8-63.2,P1,1120,1300,,3.1084,-3.104E-4,,,,,
Na2O-Zn(PO3)2,58.8-41.2,P1,1240,1360,,3.11,-3.576E-4,,,,,
Na2SO4,100,P1,1173,1350,0.5%,2.628,-4.83E-4,,,,,
Na2SO4-ZnSO4,0-100,P1,873,1273,,3.591,-4.7E-4,,,,"For 100% ZnSO4, the results have been advanced as the recommended data set.",
Na2SO4-ZnSO4,50-50,P1,820,910,,3.0802,-5.121E-4,,,,,
Na2S3.0,100,P1,590,683,1.5%,2.227,-5.658E-4,,,,,
Na2S3.3,100,P1,576,689,1.5%,2.3802,-7.989E-4,,,,,
Na2S3.7,100,P1,563,669,1.5%,2.2538,-5.459E-4,,,,,
Na2S4,100,P1,625,720,3%,2.7631,-0.00149,,,,,
Na2S4.4,100,P1,571,680,1.5%,2.2687,-6.664E-4,,,,,
Na2S4.8,100,P1,573,683,1.5%,2.3056,-7.156E-4,,,,,
Na2S5,100,P1,625,720,38%,2.289,-8.4995E-4,,,,,
Na2TiF6,100,P1,1030,1110,2%,3.0062,-7.E-4,,,,,
Na2TiF6-TiO2,63.5-36.5,P1,1100,1200,,3.2057,-7.785E-4,,,,,
Na2WO4,100,P1,1025,1774,4%,4.629,-7.97E-4,,,,,
Na2WO4-WO3,40-60,P1,1070,1190,,6.3526,-0.0014243,,,,,
Na2WO4-WO3,44.98-55.02,P1,1070,1190,,6.0475,-0.0012294,,,,,
Na2WO4-WO3,49.99-50.01,P1,1040,1160,,6.308,-0.0015571,,,,,
Na2WO4-WO3,59.60-40.40,P1,1010,1140,,4.4079,3.07E-5,,,,,
Na2WO4-WO3,69.41-30.59,P1,980,1130,,5.5676,-0.0012264,,,,,
Na2WO4-WO3,79.46-20.54,P1,930,1140,,5.3025,-0.0011166,,,,,
Na2WO4-WO3,89.67-10.33,P1,980,1130,,3.9198,5.08E-5,,,,,
Na2WO4-WO3,100-0,P1,990,1140,,4.7676,9.069E-4,,,,"For 100% Na2WO4, the departures from the recommended data set are: 990 K, +0.8%, 1140 K, +0.3%.",
Na2ZrF6,100,P1,1070,1270,1.5%,2.645,-5.6E-4,,,,,
Na3AlF6,100,P1,1273,1353,1%,3.2892,-9.3797E-4,,,,,
Na3AlF6-Rb3AlF6,0-100,P1,1273,1323,,4.1844,-0.00136,,,,"For 100% Rb3AlF6, the results have been advanced as the recommended data set.",
Na3AlF6-Rb3AlF6,10-90,P1,1223,1323,,3.9682,-0.00122,,,,,
Na3AlF6-Rb3AlF6,20-80,P1,1220,1330,,3.8835,-0.00118,,,,,
Na3AlF6-Rb3AlF6,30-70,P1,1170,1330,,3.8063,-0.001141,,,,,
Na3AlF6-Rb3AlF6,40-60,P1,1170,1330,,3.9234,-0.001251,,,,,
Na3AlF6-Rb3AlF6,50-50,P1,1170,1330,,3.8558,-0.001235,,,,,
Na3AlF6-Rb3AlF6,60-40,P1,1170,1330,,3.6738,-0.001121,,,,,
Na3AlF6-Rb3AlF6,70-30,P1,1170,1330,,3.4642,-9.899E-4,,,,,
Na3AlF6-Rb3AlF6,80-20,P1,1173,1323,,3.36,-9.441E-4,,,,,
Na3AlF6-Rb3AlF6,90-10,P1,1173,1323,,3.3125,-9.399E-4,,,,,
Na3AlF6-Rb3AlF6,100-0,P1,1273,1323,,3.047,-7.8E-4,,,,"For 100% Na3AlF6, the departures from the recommended data set are: 1280 K, -2.0%, 1320 K, -1.5%.",
Na3AlF6-SiO2,100-80 Na3AlF6,I1,1273,,,2.0802,2.16E-4,,,,"For 100% Na3AlF6 at 1273 K, the results are in exact accord with the recommended data set.",
Na4P2O7,100,P1,1270,1370,1.5%,2.5876,-3.201E-4,,,,,
Na4P2O7-WO3,34-66,P1,1080,1260,,4.4826,-9.071E-4,,,,,
Na4P2O7-WO3,40-60,P1,1030,1260,,4.2003,-8.048E-4,,,,,
Na4P2O7-WO3,45-55,P1,1030,1260,,3.8695,-6.418E-4,,,,,
Na4P2O7-WO3,50-50,P1,1080,1370,,3.7461,-6.763E-4,,,,,
Na4P2O7-WO3,55-45,P1,1080,1370,,4.5416,-0.0013279,,,,,
Na4P2O7-WO3,60-40,P1,1130,1370,,3.7814,-7.641E-4,,,,,
Na4P2O7-WO3,65-35,P1,1170,1370,,3.651,-7.153E-4,,,,,
Na4P2O7-WO3,70-30,P1,1170,1370,,3.306,-5.505E-4,,,,,
Na4P2O7-WO3,73.5-26.5,P1,1230,1370,,3.1965,-5.218E-4,,,,,
Na4P2O7-WO3,78-22,P1,1230,1370,,3.1333,-5.341E-4,,,,,
Na4P2O7-WO3,82-18,P1,1290,1370,,2.9631,-4.67E-4,,,,,
Na4P2O7-WO3,86-14,P1,1290,1370,,3.9347,-0.0012302,,,,,
Na4P2O7-WO3,89.5-10.5,P1,1290,1370,,2.7378,-3.741E-4,,,,,
Na4P2O7-WO3,92.5-7.5,P1,1290,1370,,2.7069,-3.791E-4,,,,,
Na4P2O7-WO3,96.5-3.5,P1,1290,1370,,2.5378,-2.852E-4,,,,,
Na4P2O7-WO3,100-0,P1,1290,1370,,2.5477,-3.102E-4,,,,"For 100% Na4P2O7, the departures from the recommended data set are: 1290 K, -1.2%, 1370 K, -1.2%.",
NbCl5,100,P1,485,800,3%,3.589,-0.003088,,,,,
NbCl5-TaCl5,0-100,P1,489,577,,4.691,-0.004101,,,,"For 100% TaCl5, the results have been advanced as the recommended data set.",
NbCl5-TaCl5,29.52-70.48,P1,496,563,,4.386,-0.003858,,,,,
NbCl5-TaCl5,58.16-41.84,P1,501,559,,3.981,-0.003414,,,,,
NbCl5-TaCl5,80.27-19.73,P1,496,571,,3.62,-0.002981,,,,,
NbCl5-TaCl5,100-0,P1,478,598,,3.359,-0.002705,,,,"For 100% NbCl5, the departures from the recommended data set are: 485 K -2.1%,598K -0.06%.",
NdBr3,100,P1,968,1133,1.5%,4.975,-7.779E-4,,,,,
NdCl3,100,P1,1090,1270,1%,4.2642,-9.3014E-4,,,,,
NdI3,100,P1,1110,1190,1.5%,5.4069,-0.0010701,,,,,
NH4HSO4,100,P1,453,509,1.5%,1.9352,-5.381E-4,,,,"NH4HSO4: Recommended data, new system.",
NH4H2PO4-NH4NO3,3.5-96.5,P1,430,450,,1.7695,-7.611E-4,,,,,
NH4H2PO4-NH4NO3,7.2-92.8,P1,430,450,,1.7815,-7.611E-4,,,,,
NH4H2PO4-NH4NO3,10.9-89.1,P1,420,450,,1.7629,-6.92E-4,,,,,
NH4H2PO4-NH4NO3,18.8-81.2,P1,420,450,,1.7495,-6.069E-4,,,,,
NH4H2PO4-NH4NO3,27.3-72.7,P1,420,450,,1.7327,-5.141E-4,,,,,
NH4H2PO4-NH4NO3,33.9-66.1,P1,440,450,,1.7278,-4.612E-4,,,,,
NH4H2PO4-NH4NO3,41.0-59.0,P1,440,450,,1.7216,-4.053E-4,,,,,
NH4H2PO4-NH4NO3,51.1-48.9,P1,440,450,,1.7002,-3.024E-4,,,,,
NH4NO3,100,P1,453,463,1.5%,1.759,-6.675E-4,,,,,
NiCl2,100,P1,1290,1330,2%,3.4994,-6.6044E-4,,,,,
Ni3S2,100,P1,1473,1523,2%,5.25,-1.E-6,,,,,
PbBr2,100,P1,778,873,1%,6.789,-0.00165,,,,,
PbBr2-PbCl2,0-100,P1,790,960,,6.112,-0.0015,,,,"For 100% PbCl2, the results have been advanced as the recommended data set.",
PbBr2-PbCl2,19.7-80.3,P1,770,890,,6.255,-0.00152,,,,,
PbBr2-PbCl2,50.3-49.7,P1,740,910,,6.449,-0.00155,,,,,
PbBr2-PbCl2,84.6-15.4,P1,690,870,,6.767,-0.00171,,,,,
PbBr2-PbCl2,100-0,P1,780,870,,6.789,-0.00165,,,,"For 100% PbBr2, the results have been advanced as the recommended data set.",
PbCl2,100,P1,789,983,0.5%,6.112,-0.0015,,,,,
PbCl2-PbS,0.00-100.00,P1,1393,1473,,7.261,-5.4E-4,,,,"For 100% PbS, the results have been advanced as the recommended data set.",
PbCl2-PbS,29.46-70.54,P1,1193,1323,,6.823,-0.00106,,,,,
PbCl2-PbS,50.00-50.00,P1,1073,1233,,6.335,-0.00101,,,,,
PbCl2-PbS,65.65-34.35,P1,943,1113,,6.134,-0.00107,,,,,
PbCl2-PbS,85.03-14.97,P1,763,923,,6.366,-0.00156,,,,,
PbCl2-PbS,100.00-0.00,P1,773,923,,6.145,-0.0015,,,,"For 100% PbCl2, the departures from the recommended data set are: 773 K, +0.8%, 923 K, +0.6%.",
PbCl2-RbCl,0.0-100.0,P1,1030,1190,,3.0918,-8.52E-4,,,,"For 100% RbCl, the departures from the recommended data set are: 1030 K, +0.1%, 1190 K, +0.3%.",
PbCl2-RbCl,14.8-85.2,P1,1030,1110,,3.5064,-9.02E-4,,,,,
PbCl2-RbCl,30.3-69.7,P1,1030,1070,,4.1049,-0.001149,,,,,
PbCl2-RbCl,38.6-61.4,P1,1030,1070,,4.2805,-0.001155,,,,,
PbCl2-RbCl,58.6-41.4,P1,1030,1070,,4.8425,-0.00127,,,,,
PbCl2-RbCl,78.4-21.6,P1,1030,1070,,5.451,-0.001391,,,,,
PbCl2-RbCl,100.0-0.0,P1,1030,1060,,6.089,-0.001477,,,,"For 100% PbCl2, the departures from the recommended data set are: 1030 K, 0.00%, 1060 K, +0.03%.",
PbCl2-TlCl,0-100,P1,730,780,,6.802,-0.001682,,,,"For 100% TlCl, the departures from the recommended data set are: 730 K, -0.09%, 780 K, +0.02%.",
PbCl2-TlCl,10-90,P1,700,770,,6.691,-0.001674,,,,,
PbCl2-TlCl,20-80,P1,700,770,,6.585,-0.001666,,,,,
PbCl2-TlCl,30-70,P1,700,770,,6.487,-0.00165,,,,,
PbCl2-TlCl,40-60,P1,700,770,,6.414,-0.00163,,,,,
PbCl2-TlCl,50-50,P1,680,770,,6.333,-0.001609,,,,,
PbCl2-TlCl,60-40,P1,710,770,,6.278,-0.0016,,,,,
PbCl2-TlCl,70-30,P1,720,780,,6.226,-0.001577,,,,,
PbCl2-TlCl,80-20,P1,750,800,,6.193,-0.001566,,,,,
PbCl2-TlCl,90-10,P1,790,820,,6.153,-0.001539,,,,,
PbCl2-TlCl,100-0,P1,790,870,,6.143,-0.001532,,,,"For 100% PbCl2, the departures from the recommended data set are: 790 K, +0.1%, 870 K, +0.04%.",
PbCl2-ZnCl2,0-100,P1,760,820,,2.7813,-4.619E-4,,,,"For 100% ZnCl2, the departures from the recommended data set are: 760 K, -0.27%, 820 K, -0.09%.",
PbCl2-ZnCl2,49.8-50.2,P1,785,825,,4.2829,-7.014E-4,,,,,
PbCl2-ZnCl2,100-0,P1,780,815,,6.249,-0.0016832,,,,"For 100% PbCl2, the departures from the recommended data set are: 790 K, -0.15%, 820 K, -0.26%.",
PbI2,100,P1,690,970,1.5%,6.77966,-0.0015938,,,,,
PbMoO4,100,P1,1350,1400,2%,6.14778,-6.77E-4,,,,,
PbMoO4-PbO,0-100,P1,1290,1340,,9.4831,-0.0013384,,,,"For 100% PbO, the results have been advanced as the recommended data set.",
PbMoO4-PbO,5-95,P1,1280,1360,,8.0493,-7.331E-4,,,,,
PbMoO4-PbO,12-88,P1,1140,1240,,8.6857,-0.0014098,,,,,
PbMoO4-PbO,40-60,P1,1280,1360,,7.0844,-7.436E-4,,,,,
PbMoO4-PbO,60-40,P1,1260,1360,,6.4802,-5.556E-4,,,,,
PbMoO4-PbO,80-20,P1,1340,1460,,6.1828,-5.777E-4,,,,,
PbMoO4-PbO,100-0,P1,1390,1470,,5.63,-3.878E-4,,,,"For 100% PbMoO4, the departures from the recommended data set are: 1390 K, -2.2%, 1470 K, -1.8%.",
PbO,100,P1,1290,1340,2%,9.4831,-0.0013384,,,,,
PbS,100,P1,1393,1473,1.5%,7.26,-5.4E-4,,,,,
PbWO4,100,P1,1424,1504,1.5%,7.845,-9.525E-4,,,,,
PrCl3,100,P1,1120,1250,1.5%,4.012,-7.4165E-4,,,,,
RbBF4,100,P1,870,990,1%,3.07907,-0.00104,,,,,
RbBr,100,P1,977,1180,0.5%,3.739,-0.0010718,,,,,
RbBr-RbCl,0-100,P1,1020,1230,,3.0863,-8.514E-4,,,,"For 100% RbCl, the departures from the recommended data set are: 1020 K, -0.1%, 1230 K, +0.3%.",
RbBr-RbCl,25-75,P1,980,1130,,3.2688,-9.141E-4,,,,,
RbBr-RbCl,50-50,P1,980,1120,,3.3996,-9.478E-4,,,,,
RbBr-RbCl,75-25,P1,960,1140,,3.5833,-0.0010141,,,,,
RbBr-RbCl,100-0,P1,980,1140,,3.7373,-0.0010704,,,,"For 100% RbBr, the departures from the recommended data set are: 980 K, -0.03%, 1140 K, 0.00%.",
RbBr-RbI,0-100,P1,950,1120,,3.9667,-0.0011613,,,,"For 100% RbI, the departures from the recommended data set are: 950 K, -0.02%,1120 K, -0.11%.",
RbBr-RbI,25-75,P1,980,1120,,3.786,-0.0010233,,,,,
RbBr-RbI,50-50,P1,950,1120,,3.7863,-0.0010517,,,,,
RbBr-RbI,75-25,P1,960,1110,,3.7845,-0.0010909,,,,,
RbBr-RbI,100-0,P1,980,1140,,3.7373,-0.0010704,,,,"For 100% RbBr, the departures from the recommended data set are: 980 K, -0.03%, 1180 K, 0.00%.",
RbBr-TlBr,0-100,P1,973,1033,,7.465,-0.00195,,,,"For 100% TlBr, the departures from the recommended data set are: 970 K, +0.13%, 1030 K, -0.04%.",
RbBr-TlBr,10-90,P1,973,1033,,7.053,-0.001883,,,,,
RbBr-TlBr,20-80,P1,973,1033,,6.645,-0.001801,,,,,
RbBr-TlBr,30-70,P1,973,1033,,6.286,-0.00175,,,,,
RbBr-TlBr,40-60,P1,973,1033,,5.926,-0.001684,,,,,
RbBr-TlBr,50-50,P1,973,1033,,5.545,-0.001583,,,,,
RbBr-TlBr,60-40,P1,973,1033,,5.208,-0.001517,,,,,
RbBr-TlBr,70-30,P1,973,1033,,4.829,-0.0014,,,,,
RbBr-TlBr,80-20,P1,973,1033,,4.474,-0.0013,,,,,
RbBr-TlBr,90-10,P1,973,1033,,4.123,-0.0012,,,,,
RbBr-TlBr,100-0,P1,973,1033,,3.724,-0.00105,,,,"For 100% RbBr, the departures from the recommended data set are: 970 K, +0.2%,1030 K, +0.3%.",
RbCl,100,P1,996,1196,0.5%,3.121,-8.832E-4,,,,,
RbCl-RbI,0-100,P1,950,1120,,3.9667,-0.0011613,,,,"For 100% RbI, the departures from the recommended data set are: 950 K, -0.02%,1120 K, -0.11%.",
RbCl-RbI,25-75,P1,960,1130,,3.8244,-0.0011288,,,,,
RbCl-RbI,50-50,P1,950,1140,,3.5802,-0.0010183,,,,,
RbCl-RbI,75-25,P1,950,1140,,3.3805,-9.743E-4,,,,,
RbCl-RbI,100-0,P1,1020,1230,,3.0863,-8.514E-4,,,,"For 100% RbCl, the departures from the recommended data set are: 1020 K, -0.1%, 1230 K, +0.3%.",
RbCl-UCl4,0.00-100.00,P1,870,940,,5.2508,-0.0019455,,,,"For 100% UCl4, the results have been advanced as the recommended data set.",
RbCl-UCl4,4.83-95.17,P1,900,940,,5.0411,-0.001743,,,,,
RbCl-UCl4,35.18-64.82,P1,830,1000,,4.3583,-0.0012953,,,,,
RbCl-UCl4,40.32-59.68,P1,860,980,,4.2313,-0.0012191,,,,,
RbCl-UCl4,43.46-56.54,P1,850,1010,,4.188,-0.0012105,,,,,
RbCl-UCl4,49.17-50.83,P1,840,980,,4.107,-0.0011411,,,,,
RbCl-UCl4,57.75-45.25,P1,700,940,,3.9899,-0.0010872,,,,,
RbCl-UCl4,60.50-39.50,P1,820,970,,3.7796,-9.354E-4,,,,,
RbCl-UCl4,66.00-34.00,P1,950,1000,,3.6548,-8.732E-4,,,,,
RbCl-UCl4,71.19-28.81,P1,930,1000,,3.952,-0.0012615,,,,,
RbCl-UCl4,75.01-24.99,P1,880,1000,,3.4798,-8.309E-4,,,,,
RbCl-UCl4,79.76-20.24,P1,930,1010,,3.6618,-9.848E-4,,,,,
RbCl-UCl4,87.65-12.35,P1,990,1010,,3.6541,-0.0011736,,,,,
RbCl-UCl4,90.88-9.12,P1,960,990,,3.6704,-0.0012241,,,,,
RbCl-UCl4,98.38-1.62,P1,990,1000,,2.9855,-6.957E-4,,,,,
RbCl-UCl4,100.00-0.00,P1,1010,1100,,3.1751,-9.383E-4,,,,"For 100% RbCl, the departures from the recommended data set are: 1010 K, -0.07%, 1030 K, -0.3%.",
RbCl-ZnCl2,0-100,P1,700,740,,2.8369,-5.217E-4,,,,"For 100% ZnCl2, the departures from the recommended data set are: 700 K, +0.2%, 740 K, +0.2%.",
